title,source,category,published_at,url,description,date,hour,day_of_week,title_length,description_length,hours_since_published,trend_velocity
Scientists Uncover Hidden “Second Layer” in Human DNA - SciTechDaily,SciTechDaily,science,2026-03-22 15:02:25+00:00,https://scitechdaily.com/scientists-uncover-hidden-second-layer-in-human-dna/,"A newly identified cellular system monitors subtle variations in genetic coding, hinting at a hidden level of control over how genes are expressed.",2026-03-22,15,Sunday,68,147,307.72126817555556,0.22026341237148434
"Buried 6,500 Feet Below Sea Level, Scientists Discovered a Massive 145-Million-Year-Old Volcano - The Daily Galaxy",The Daily Galaxy --Great Discoveries Channel,science,2026-03-22 12:45:00+00:00,https://dailygalaxy.com/2026/03/ancient-massive-volcano-buried-deep-sea/,"What if the biggest volcano on Earth looked nothing like one? Hidden far below the ocean’s surface, scientists have found a structure so immense it changes the picture entirely.",2026-03-22,12,Sunday,114,177,310.0115459533333,0.3665458774225233
"This Ancient Crocodile Could Outrun a Dog, And Scientists Just Found Its Bones in England - Indian Defence Review",Indiandefencereview.com,science,2026-03-22 12:30:00+00:00,https://indiandefencereview.com/this-ancient-crocodile-could-outrun-a-dog/,"A 215-million-year-old crocodile relative built for speed, not water, has just been unearthed in England, and it changes everything.",2026-03-22,12,Sunday,113,132,310.2615459533333,0.36303874175623935
Why Are Humans The Only Primates With White Eyes? An Evolutionary Biologist Explains - Forbes,Forbes,science,2026-03-22 12:30:00+00:00,https://www.forbes.com/sites/scotttravers/2026/03/22/why-are-humans-the-only-primates-with-white-eyes-an-evolutionary-biologist-explains/,"The whites of your eyes are not an accident. They are, scientists now believe, one of the most sophisticated social communication tools in the animal kingdom.",2026-03-22,12,Sunday,93,158,310.2615459533333,0.2987840971976129
"Chinese Orbiter Crushes Starlink With a 2-Watt Laser From 36,000km Above Earth - The Daily Galaxy",The Daily Galaxy --Great Discoveries Channel,science,2026-03-22 12:15:00+00:00,https://dailygalaxy.com/2026/03/chinese-satellite-outpaces-starlink-2-watt-laser-from-orbit/,"Using a 2-watt laser and a ground system built to fight atmospheric distortion, researchers report a geostationary downlink that outpaced Starlink.",2026-03-22,12,Sunday,97,147,310.5115459533333,0.3113849270117625
The Comb Jelly 'Brain' Is Far More Complex Than We Ever Realized - ScienceAlert,ScienceAlert,science,2026-03-22 12:02:30+00:00,https://www.sciencealert.com/the-comb-jelly-brain-is-far-more-complex-than-we-ever-realized,"Comb jellies – very simple, gelatinous creatures best-known for their hypnotic underwater light shows – first appeared in Earth's oceans around 550 million years ago.",2026-03-22,12,Sunday,79,166,310.71987928666664,0.25343266583055907
How Our Ancestors Out-Organized Neanderthals In Their Homes - IFLScience,IFLScience,science,2026-03-22 11:43:47+00:00,https://www.iflscience.com/how-our-ancestors-out-organized-neanderthals-in-their-homes-82935,"Contrary to what you might expect, Neanderthals did actually organize their spaces like humans, but they were less consistent.",2026-03-22,11,Sunday,72,126,311.0318237311111,0.23074569490721228
"Deep Below Earth, Scientists Uncover 1.2 Billion-Year-Old Water From Before Life Colonized the Land - Indian Defence Review",Indiandefencereview.com,science,2026-03-22 11:00:00+00:00,https://indiandefencereview.com/1-2-billion-year-old-water-discovered-inside-canadian-mine/,"Deep beneath a Canadian mine, researchers cracked open a fracture in the ancient rock and found water that should not exist there.",2026-03-22,11,Sunday,123,130,311.7615459533333,0.3932708531193686
“I Mapped the Invisible”: U.S. High-School Student Uncovers 1.5 Million Hidden Cosmic Objects NASA Missed - Indian Defence Review,Indiandefencereview.com,science,2026-03-22 10:30:00+00:00,https://indiandefencereview.com/american-high-school-student-uncovers-1-5-million-hidden-cosmic-objects/,"A high school student’s algorithm processed 200 billion infrared detections, revealing 1.5 million cosmic objects the world had never cataloged.",2026-03-22,10,Sunday,129,144,312.2615459533333,0.4117964737977038
"In rare snap, astronomers capture one of the oldest known stars in the universe - Live Science",Live Science,science,2026-03-22 10:00:00+00:00,https://www.livescience.com/space/rare-star-spotted-in-its-original-galaxy-could-answer-a-key-question-about-the-ingredients-of-life-space-photo-of-the-week,The ancient and rare star PicII-503 is helping astronomers understand how carbon became so abundant in the universe.,2026-03-22,10,Sunday,94,116,312.7615459533333,0.2995905687371291
Friction without contact discovered as magnetic forces break a 300-year-old law - ScienceDaily,Science Daily,science,2026-03-22 09:19:26+00:00,https://www.sciencedaily.com/releases/2026/03/260322020243.htm,"Researchers have uncovered friction without contact—driven entirely by magnetic interactions. As two magnetic layers slide, their internal forces compete, causing constant rearrangements that dramatically increase resistance at certain distances. This creates…",2026-03-22,9,Sunday,94,260,313.43765706444447,0.2989463821781834
Webb Telescope spots “impossible” atmosphere on ancient super Earth - ScienceDaily,Science Daily,science,2026-03-22 08:21:40+00:00,https://www.sciencedaily.com/releases/2026/03/260322020255.htm,"Astronomers have uncovered surprising evidence of a thick atmosphere surrounding TOI-561 b, a scorching, fast-orbiting rocky planet once thought too extreme to hold onto any gas. Using NASA’s James Webb Space Telescope, researchers found the planet is far coo…",2026-03-22,8,Sunday,82,260,314.40043484222224,0.2599869592475995
Artemis II astronauts will be the first humans to get a full view this strange bullseye on the far side of the Moon - BBC Sky at Night Magazine,Skyatnightmagazine.com,science,2026-03-22 05:56:35+00:00,https://www.skyatnightmagazine.com/space-missions/artemis-ii-astronauts-mare-orientale,"The crew of Artemis II will be the first astronauts to get a full, clear view of Mare Orientale on the far side of the Moon.",2026-03-22,5,Sunday,143,124,316.8184903977778,0.4499423548989328
The Rebbe’s Explanation on ‘ Shelo Assani Isha’ - COLlive,COLlive - Chabad News,science,2026-03-22 04:40:34+00:00,https://collive.com/the-rebbes-explanation-on-shelo-assani-isha/,"Historic Treasures by Rabbi Sholom Ber Schapiro: The Rebbe’s response to a woman asking about equality between genders and the explanation of the bracha, Shelo Assani Isha. Video",2026-03-22,4,Sunday,57,178,318.08543484222224,0.17863554326190012
"Scientists Unearth Exceptionally Well-preserved Archaeopteryx fossil, Solving the Biggest Mystery of Dinosaur Flight - Indian Defence Review",Indiandefencereview.com,science,2026-03-22 00:25:08+00:00,https://indiandefencereview.com/scientist-preserved-archaeopteryx-fossil/,"A newly discovered, well-preserved Archaeopteryx fossil offers fresh insights into how early dinosaurs may have evolved flight.",2026-03-22,0,Sunday,140,127,322.34265706444444,0.43297720526895106
Celebrated life scientist Shu Xiaokun leaves US after 20 years for Chinese university - VnExpress International,Vnexpress.net,science,2026-03-21 23:12:42+00:00,https://e.vnexpress.net/news/tech/tech-news/celebrated-life-scientist-shu-xiaokun-leaves-us-after-20-years-for-chinese-university-5053211.html,"Life scientist Shu Xiaokun has moved to Shanghai to join Fudan University after more than two decades in the U.S., where he secured more than US$20 million in research funding.",2026-03-21,23,Saturday,111,176,323.5498792866667,0.34201214384663664
Ancient Fragments Could Be The World's Oldest Known Geometry - ScienceAlert,ScienceAlert,science,2026-03-21 21:02:28+00:00,https://www.sciencealert.com/ancient-fragments-could-be-the-worlds-oldest-known-geometry,"Ancient humans were surprisingly creative, structured, and geometrical in their thinking some 60,000 years ago, according to some intricately engraved ostrich eggshells found across southern Africa.",2026-03-21,21,Saturday,75,198,325.72043484222223,0.22955405295116765
"Planning Landscape Photos, Part 1: Must-Have Gear and Scouting - PetaPixel",PetaPixel,science,2026-03-21 19:00:54+00:00,https://petapixel.com/2026/03/21/planning-a-landscape-photoshoot-part-1-must-have-gear/,Must-have gear and how to scout the perfect landscape photo.,2026-03-21,19,Saturday,74,60,327.74654595333334,0.22509742204410732
Watch: NASA's Hubble Space Telescope captures rare proof of comet breaking apart - FOX Weather,Foxweather.com,science,2026-03-21 18:34:00+00:00,https://www.foxweather.com/earth-space/nasa-hubble-space-telescope-rare-proof-comet-breaking-apart,"NASA's Hubble Telescope captured the rare phenomenon of a comet breaking apart, catching scientists off guard until they saw the jaw-dropping proof for themselves.",2026-03-21,18,Saturday,94,163,328.19487928666666,0.2855451463998738
Research says people who leave their dirty dishes in the sink instead of washing them immediately usually display these 9 underlying personality traits - Silicon Canals,Silicon Canals,science,2026-03-21 17:45:05+00:00,https://siliconcanals.com/d-research-says-people-who-leave-their-dishes-in-the-sink-instead-of-washing-them-immediately-usually-display-these-9-underlying-personality-traits/,"I cook for myself most nights. It's one of those rituals I look forward to after a day of being stuck in my own head, working through ideas and staring at a",2026-03-21,17,Saturday,168,156,329.01015706444446,0.509075240272659
Cyanobacteria have the potential to turn Martian soil fertile - Interesting Engineering,Interesting Engineering,science,2026-03-21 16:18:00+00:00,https://interestingengineering.com/space/edible-plants-grown-martian-dust,Researchers in Germany have found a clever solution that involves turning Martian-like dust and hardy microbes into a working fertilizer system that can produce edible plants.,2026-03-21,16,Saturday,87,175,330.4615459533333,0.26247388592174364
Scientists Opened 40-Year-Old Salmon Cans and Found an Unexpected Discovery Inside - The Daily Galaxy,The Daily Galaxy --Great Discoveries Channel,science,2026-03-21 15:45:00+00:00,https://dailygalaxy.com/2026/03/old-salmon-can-unexpected-discovery-inside/,"A batch of dusty, decades-old salmon cans was never meant to make headlines. Yet when scientists finally opened them, what they found inside raised unexpected questions about life beneath the ocean’s surface.",2026-03-21,15,Saturday,101,208,331.0115459533333,0.30420628809757205
Artemis 2 returns to the pad for April launch attempt - SpaceNews,SpaceNews,science,2026-03-21 15:14:03+00:00,http://spacenews.com/artemis-2-returns-to-the-pad-for-april-launch-attempt/,The Artemis 2 launch vehicle and spacecraft have returned to the launch pad for a launch as soon as April 1.,2026-03-21,15,Saturday,65,108,331.52737928666664,0.19547262586147687
Physicists create electron 'catapult' that moves particles through solar material at record speed - Live Science,Live Science,science,2026-03-21 15:00:00+00:00,https://www.livescience.com/physics-mathematics/particle-physics/physicists-created-an-electron-catapult-that-moves-particles-at-extraordinary-speed,"Using a new method, physicists found a way to 'catapult' electrons across solar materials in quadrillionths of a second.",2026-03-21,15,Saturday,112,120,331.7615459533333,0.33657735204688266
"The Real ""Last of Us"" Is Happening in the Amazon, and a Spider Is Playing the Fungus - Indian Defence Review",Indiandefencereview.com,science,2026-03-21 15:00:00+00:00,https://indiandefencereview.com/last-of-us-spider-is-playing-the-fungus/,"A hiker poked what he thought was a zombie fungus deep in the Amazon, and it crawled away.",2026-03-21,15,Saturday,108,90,331.7615459533333,0.3245567323309226
Astronomers Find Massive Asteroid Spinning at ‘Impossible’ Speed - The Daily Galaxy,The Daily Galaxy --Great Discoveries Channel,science,2026-03-21 13:45:00+00:00,https://dailygalaxy.com/2026/03/massive-asteroid-spinning-impossible-speed/,"Astronomers have spotted a massive asteroid rotating at an unbelievable speed, challenging our understanding of asteroid dynamics and material composition.",2026-03-21,13,Saturday,83,155,333.0115459533333,0.24849440387787194
Scientists Say Light Particles Traveling Through Brain Tissue Could Be Carrying Consciousness - Indian Defence Review,Indiandefencereview.com,science,2026-03-21 13:30:00+00:00,https://indiandefencereview.com/light-particles-traveling-brain-tissue-carrying-consciousness/,Scientists have long believed that electrical impulses and chemical signals tell the whole story of how the brain works. They might be wrong.,2026-03-21,13,Saturday,117,141,333.2615459533333,0.35002530628017414
"As SpaceX Launches its 10,000th Satellite, A Photographer Captures the Impact on the Night Sky - PetaPixel",PetaPixel,science,2026-03-21 13:00:03+00:00,https://petapixel.com/2026/03/21/as-spacex-launches-its-10000th-satellite-a-photographer-captures-the-impact-on-the-night-sky/,"The sheer scale of satellites whizzing around is unimaginable, but photographer Joshua Rozells is helping people see.",2026-03-21,13,Saturday,106,117,333.76071262,0.3166440863696116
Researchers Discover Evidence of a Massive Underground Water System on Mars - The Daily Galaxy,The Daily Galaxy --Great Discoveries Channel,science,2026-03-21 12:45:00+00:00,https://dailygalaxy.com/2026/03/evidence-underground-water-system-mars/,What if Mars never truly lost its water? New research is beginning to reveal a story that scientists didn’t fully anticipate.,2026-03-21,12,Saturday,94,125,334.0115459533333,0.28058734433318333
Webb telescope photos show mysterious little red dots. Astronomers don’t know what they are - WLFI News 18,wlfi.com,science,2026-03-21 12:30:00+00:00,https://www.wlfi.com/news/webb-telescope-photos-show-mysterious-little-red-dots-astronomers-don-t-know-what-they-are/article_796ad4a7-f556-5d63-ad86-28053aa9129b.html,"Like tiny photobombers, cosmic anomalies resembling small, bright red points show up in almost every snapshot taken by the most powerful space telescope ever made. Astronomers now call them little",2026-03-21,12,Saturday,106,196,334.2615459533333,0.31617106488781344
"I'm Not Saying You're Dumb, But If You Can't Pass This Middle School Science Quiz... - BuzzFeed",Buzzfeed,science,2026-03-21 12:21:02+00:00,https://www.buzzfeed.com/anoikis/you-might-need-to-go-back-to-middle-school-if-you,"Remember when knowing that ""the mitochondria is the powerhouse of the cell"" made you feel like a genius?",2026-03-21,12,Saturday,95,104,334.41099039777777,0.2832346068545207
The Old Sailor Myth Satellites Actually Confirmed Is True - bgr.com,BGR,science,2026-03-21 12:17:00+00:00,https://www.bgr.com/2124924/rogue-waves-satellite-measurements-confirmed/,"Thanks to the latest satellite data, we've observed storms with massive wave heights, potentially towering over 100 feet above the ocean's surface.",2026-03-21,12,Saturday,67,147,334.47821261999997,0.19971490689886223
"China’s tool cuts scramjet simulation from years to weeks, boosts hypersonic arms development - Interesting Engineering",Interesting Engineering,science,2026-03-21 12:09:00+00:00,https://interestingengineering.com/military/china-scramjet-simulation-tool-hypersonic-arms,Chinese researchers claim a breakthrough that makes high-fidelity scramjet simulations dramatically faster and more accurate.,2026-03-21,12,Saturday,119,125,334.61154595333335,0.3545765973633902
Whale fossils reveal evidence of ancient shark attacks - The Brighter Side of News,Thebrighterside.news,science,2026-03-21 11:51:00+00:00,https://www.thebrighterside.news/post/whale-fossils-reveal-evidence-of-ancient-shark-attacks/#article,"Fossil whale skulls from Belgium reveal embedded shark teeth, offering rare insight into ancient marine predator behavior.",2026-03-21,11,Saturday,82,122,334.9115459533333,0.24411188298776695
This Chinese Dam Is So Big It Altered The Earth's Rotation - Yahoo,SlashGear,science,2026-03-21 11:45:00+00:00,https://www.slashgear.com/2125070/china-three-gorges-damn-earth-roation-impact/,"The water contained in the Earth's dams has impacted where its poles are and how fast it spins, but this one dam is making a huge contribution all on its own...",2026-03-21,11,Saturday,66,160,335.0115459533333,0.1964218217940831
Scientists just found a hidden 48-dimensional world in quantum light - ScienceDaily,Science Daily,science,2026-03-21 11:28:32+00:00,https://www.sciencedaily.com/releases/2026/03/260321012705.htm,"A routine quantum optics technique just revealed an extraordinary secret: entangled light can carry incredibly complex topological structures. Researchers found these hidden patterns reach up to 48 dimensions, offering a vast new “alphabet” for encoding quant…",2026-03-21,11,Saturday,83,260,335.28599039777777,0.24681373107997448
"A Japanese Team Found Strange Black Eggs at 6,200 Meters Depth, Here’s What They Discovered Inside When They Opened Them - The Daily Galaxy",The Daily Galaxy --Great Discoveries Channel,science,2026-03-21 11:15:00+00:00,https://dailygalaxy.com/2026/03/black-eggs-ocean-here-what-inside/,"At extreme ocean depths, scientists uncovered mysterious black eggs attached to rock. When opened, they exposed a surprising life form never documented before.",2026-03-21,11,Saturday,139,159,335.5115459533333,0.41306160716184226
"On Certain Days, Throwing Water Over Hoover Dam Produces An Odd, Seemingly Gravity-Defying Result - IFLScience",IFLScience,science,2026-03-21 11:09:16+00:00,https://www.iflscience.com/on-certain-days-throwing-water-over-hoover-dam-produces-an-odd-seemingly-gravity-defying-result-82899,"Hoover Dam is a gravity dam. But if you take a water bottle on certain days, it sure looks like the opposite.",2026-03-21,11,Saturday,110,109,335.6071015088889,0.32679049107077496
Where Camels Fear To Go: 200 Skeletons Were Discovered At A Prehistoric Cemetery In The Sahara Desert - IFLScience,IFLScience,science,2026-03-21 10:08:26+00:00,https://www.iflscience.com/where-camels-fear-to-go-200-skeletons-were-discovered-at-a-prehistoric-cemetery-in-the-sahara-desert-82893,"Some of the skeletons are over 10,000 years old.",2026-03-21,10,Saturday,114,48,336.62099039777775,0.33765673119342393
Scientists develop bio-based graphene foams that can be used to build aerospace objects - Interesting Engineering,Interesting Engineering,science,2026-03-21 08:35:00+00:00,https://interestingengineering.com/science/bio-based-graphene-foams-aerospace-objects,"Researchers have developed bio-based graphene foams, these are lightweight, porous structures engineered using renewable resources and advanced nanotechnology.",2026-03-21,8,Saturday,113,159,338.17821262,0.3331581917574408
Scientists film deep-sea squid ‘turning into a tree’ 4 kilometres below the Pacific - The Times of India,The Times of India,science,2026-03-21 08:14:00+00:00,https://timesofindia.indiatimes.com/science/scientists-film-deep-sea-squid-turning-into-a-tree-4-kilometres-below-the-pacific/articleshow/129632951.cms,"Science News: The new finding, made by researchers in a new era for marine biology, is the first such discovery of footage of an undescribed species of whiplash squ.",2026-03-21,8,Saturday,104,165,338.52821262,0.3063073881179848
Traders Brace for Turbulent Open as War Rages On: Markets Wrap - Bloomberg.com,Bloomberg,business,2026-03-23 06:00:00+00:00,https://www.bloomberg.com/news/articles/2026-03-22/markets-set-for-turbulent-open-as-war-rages-on-markets-wrap,"A selloff in stocks, gold and bonds deepened as the US and Iran hardened their rhetoric and signaled a potential escalation to their conflict, which is entering its fourth week.",2026-03-23,6,Monday,78,177,292.7615459533333,0.26552147847285296
Oil prices volatile after Trump's Strait of Hormuz threat - Axios,Axios,business,2026-03-23 05:03:46+00:00,https://www.axios.com/2026/03/22/iran-war-oil-trump-hormuz-strait-threat,It suggests traders don't see a near-term end to the war or risks to oil transit in a key strait that's throttling supplies.,2026-03-23,5,Monday,65,124,293.69876817555553,0.22056420663855214
"Australian Stocks Tumble, Eyeing Technical Correction Territory - Bloomberg.com",Bloomberg,business,2026-03-23 01:16:00+00:00,https://www.bloomberg.com/news/articles/2026-03-23/australian-stocks-tumble-eyeing-technical-correction-territory,"Australian stocks fell, nearing a technical correction as investors’ anxieties over the Iran war hit the country’s commodity-rich market.",2026-03-23,1,Monday,79,137,297.4948792866667,0.26466115662952616
A very 2026 weekend at the D.C. bar where bettors could ‘monitor the situation’ - The Washington Post,The Washington Post,business,2026-03-23 00:49:55+00:00,https://www.washingtonpost.com/style/power/2026/03/22/polymarket-situation-room-pop-up-bar/,"The three-day Polymarket pop-up event, which ran into some technical glitches on its opening night, drew young professionals, journalists — and the simply curious.",2026-03-23,0,Monday,101,163,297.9296015088889,0.33787219295174653
"Asia markets tumble as Trump-Iran threats keep investors on edge; Nikkei, Kospi fall 4% - CNBC",CNBC,business,2026-03-23 00:05:00+00:00,https://www.cnbc.com/2026/03/23/asia-markets-us-iran-threats-strait-of-hormuz-oil-nikkei-kospi-hsi-hang-seng.html,Asia-Pacific markets tumbled Monday as investors weighed escalating tensions in the Middle East after the U.S. and Iran threatened to intensify military hostilities.,2026-03-23,0,Monday,94,165,298.67821262,0.31366978325913375
"‘It’s a Hard Pass,’ Says Top Investor About SMCI Stock - TipRanks",Tipranks.com,business,2026-03-23 00:04:24+00:00,https://www.tipranks.com/news/its-a-hard-pass-says-top-investor-about-smci-stock,"“Fool me once, shame on you; fool me twice, shame on me,” goes the old saying. And when it comes to Super Micro Computer (NASDAQ:SMCI), the market seems to have",2026-03-23,0,Monday,65,160,298.68821262,0.21689208071195976
March 2026 Newsletter: A Flywheel of Chaos - Lyn Alden - Investment Strategy,Lynalden.com,business,2026-03-22 23:58:50+00:00,https://www.lynalden.com/march-2026-newsletter/,"March 22, 2026 This newsletter issue discusses the self-reinforcing nature of geopolitical crises, and explores to what extent the war against Iran challenges the “gradual print” thesis I’ve been discussing in recent issues. And for readers who enjoy fiction,…",2026-03-22,23,Sunday,76,260,298.78099039777777,0.2535184098870179
"As the U.S. invests in rare earths, a mine that was broke and underwater 10 years ago is now a game-changer - CBS News",CBS News,business,2026-03-22 23:45:00+00:00,https://www.cbsnews.com/news/mp-materials-rare-earths-mine-us-china-trade-60-minutes/,"The Trump administration brokered an unusual deal with a U.S. mining, refining and magnet company as part of a plan to diminish America's reliance on China for rare earths.",2026-03-22,23,Sunday,118,172,299.0115459533333,0.3933181958882171
Exclusive | Mark Zuckerberg Is Building an AI Agent to Help Him Be CEO - WSJ,The Wall Street Journal,business,2026-03-22 22:37:00+00:00,https://www.wsj.com/tech/ai/mark-zuckerberg-is-building-an-ai-agent-to-help-him-be-ceo-eddab2d5,Meta Platforms chief uses the tool to get information faster as the company seeks to embrace artificial intelligence in all it does,2026-03-22,22,Sunday,76,131,300.14487928666665,0.25237022186803937
Exclusive | Activist Elliott Builds Big Stake in Chip-Design Software Maker Synopsys - WSJ,The Wall Street Journal,business,2026-03-22 22:06:00+00:00,https://www.wsj.com/business/deals/activist-elliott-builds-big-stake-in-chip-design-software-maker-synopsys-4bf88127,Elliott Managing Partner Jesse Cohn says the company is ‘essential’ to the global chip industry,2026-03-22,22,Sunday,90,95,300.6615459533333,0.29834760580960124
Airlines Are Already Preparing for an Oil Crisis - WIRED,Wired,business,2026-03-22 21:37:00+00:00,https://www.wired.com/story/united-airlines-jet-fuel-alarm-economy/,"With the Iran war doubling oil prices, experts say the airline industry’s belt-tightening is an economic canary in the coal mine for the rest of the world.",2026-03-22,21,Sunday,56,155,301.14487928666665,0.18534154916744017
The FBI Just Issued A Warning About A Hidden Threat In Your Home Wi-Fi Network - SlashGear,SlashGear,business,2026-03-22 20:45:00+00:00,https://www.slashgear.com/2129073/fbi-warning-home-wifi-network-hidden-threat/,"The FBI is warning that criminals may hijack your home Wi-Fi through residential proxies, using your IP address to hide illegal online activity.",2026-03-22,20,Sunday,90,144,302.0115459533333,0.29701838494913607
Exclusive: The SEC drops its four-year-old investigation into EV startup Faraday Future - TechCrunch,TechCrunch,business,2026-03-22 19:50:16+00:00,https://techcrunch.com/2026/03/22/the-sec-drops-its-four-year-old-investigation-into-ev-startup-faraday-future/,"After four years, and multiple subpoenas and depositions, the beleaguered startup has dodged yet another bullet.",2026-03-22,19,Sunday,100,112,302.92376817555555,0.32902987680199125
Watch NASA's experimental supersonic jet land early after system warning - Mashable,Mashable,business,2026-03-22 18:44:28+00:00,https://mashable.com/article/nasa-x-59-supersonic-jet-test-problem,The X-59 isn't 'thumping' yet.,2026-03-22,18,Sunday,83,30,304.0204348422222,0.272112916116369
Natural gas prices in Texas are negative and producers burn it off while shortages loom elsewhere - Fortune,Fortune,business,2026-03-22 18:11:00+00:00,https://fortune.com/2026/03/22/natural-gas-prices-negative-west-texas-permian-basin-burn-off-europe-asia-shortages-iran-war/,"Over the past week, spot prices at the Waha gas trading hub in the Permian Basin fell as low as -$9.75 per million British thermal units.",2026-03-22,18,Sunday,107,137,304.57821262,0.35015585398772925
Why Lucid Is Cheering The End Of The Tesla Model S And Model X - InsideEVs,InsideEVs ,business,2026-03-22 16:44:26+00:00,https://insideevs.com/news/790690/lucid-happy-about-tesla-model-s-x-demise/,"When hundreds of thousands of Model S and Model X customers return to luxury EV shopping, they'll have plenty of choices.",2026-03-22,16,Sunday,74,121,306.0209903977778,0.241025865704248
Elon Musk unveils chip manufacturing plans for SpaceX and Tesla - TechCrunch,TechCrunch,business,2026-03-22 16:20:00+00:00,https://techcrunch.com/2026/03/22/elon-musk-unveils-chip-manufacturing-plans-for-spacex-and-tesla/,Elon Musk recently outlined ambitious plans for a chip-building collaboration Tesla and SpaceX — but he has a history of overpromising.,2026-03-22,16,Sunday,76,135,306.42821262,0.24721218443910556
Travelers urged to check flight status amid potential delays at San Diego Airport - NBC 7 San Diego,NBC 7 San Diego,business,2026-03-22 16:14:51+00:00,https://www.nbcsandiego.com/news/local/travelers-urged-to-check-flight-status-amid-potential-delays-at-san-diego-airport/3998670/,Sunday TSA security lines already impacted with long wait times because of ongoing partial federal government shutdown.,2026-03-22,16,Sunday,99,119,306.5140459533333,0.3219365141292561
"TechCrunch Mobility: Uber everywhere, all at once - TechCrunch",TechCrunch,business,2026-03-22 16:05:00+00:00,https://techcrunch.com/2026/03/22/techcrunch-mobility-uber-everywhere-all-at-once/,"Welcome back to TechCrunch Mobility, your central hub for news and insights on the future of transportation.",2026-03-22,16,Sunday,62,108,306.67821262,0.20150923093333717
"One gas station, two drivers and three fill-ups: The Iran war hits home - The Washington Post",The Washington Post,business,2026-03-22 16:00:50+00:00,https://www.washingtonpost.com/nation/2026/03/22/iran-war-gas-price-surge/,"In Colorado, where gas prices have surged higher than the rest of the country, the impact of the Iran war has changed daily lives for many. But not equally.",2026-03-22,16,Sunday,93,156,306.7476570644444,0.3021956393985647
‘EU Inc’ is a missed opportunity for start-ups - Financial Times,Financial Times,business,2026-03-22 16:00:10+00:00,https://www.ft.com/content/976be519-6dfc-4529-9ab7-4f676787f455?syn-25a6b1a6\\u003d1,Leaders who want more innovative European business must insist on a bolder approach,2026-03-22,16,Sunday,64,83,306.75876817555553,0.2079550824153687
Stocks are teetering on the edge of correction territory. Why the ‘TACO trade’ could flop. - MarketWatch,MarketWatch,business,2026-03-22 16:00:00+00:00,https://www.marketwatch.com/story/stocks-are-teetering-on-the-edge-of-correction-territory-why-the-taco-trade-could-flop-e1010039,The ‘TACO trade’ that fueled previous quick rebounds could be torpedoed by an escalating Iran conflict,2026-03-22,16,Sunday,104,102,306.7615459533333,0.3379239588813665
People Are Literally Slack-Jawed Over This Gas Station's Ridiculously High Prices - Yahoo News Singapore,Buzzfeed,business,2026-03-22 15:41:02+00:00,https://www.buzzfeed.com/alexalisitza/people-are-literally-slack-jawed-over-this-gas-stations?origin=bf-yahoo,My pockets can't take this anymore.,2026-03-22,15,Sunday,104,35,307.07765706444445,0.3375772231942319
Micron CEO drops a bombshell after Micron’s huge earnings beat - thestreet.com,TheStreet,business,2026-03-22 14:07:00+00:00,https://www.thestreet.com/investing/micron-ceo-drops-a-bombshell-after-microns-huge-earnings-beat,Micron’s huge earnings win came with one jaw-dropping catch.,2026-03-22,14,Sunday,78,60,308.64487928666665,0.2519014691271166
The Next Bear Market May Have Just Begun - Seeking Alpha,Seeking Alpha,business,2026-03-22 13:55:00+00:00,https://seekingalpha.com/article/4884783-next-bear-market-may-have-just-begun,"The S&P 500 could drop 20% as oil, rates, and credit spreads rise. Read more macro analysis here.",2026-03-22,13,Sunday,56,97,308.84487928666664,0.1807355994681104
Goldman Sachs reveals top oil stocks to buy for 2026 - thestreet.com,TheStreet,business,2026-03-22 13:33:00+00:00,https://www.thestreet.com/investing/stocks/goldman-sachs-reveals-top-oil-stocks-to-buy-for-2026,The bank’s latest picks come as conditions in the energy space begin to change.,2026-03-22,13,Sunday,68,79,309.2115459533333,0.21920525166471264
Cadillac Phases Out Torque Badges After 6 Years Of Nobody Understanding What They Mean - Jalopnik,Jalopnik,business,2026-03-22 13:05:00+00:00,https://www.jalopnik.com/2126755/cadillac-phases-out-torque-badges/,"The numeric badges on the back of Cadillac's cars signified how much torque they had, in newton-meters, rounded up to the nearest 50. Yes, it was a dumb idea.",2026-03-22,13,Sunday,97,158,309.67821262,0.3122201559677558
Wall Street’s Favorite Emerging-Market Bet Falters as War Rages - Bloomberg.com,Bloomberg,business,2026-03-22 12:30:00+00:00,https://www.bloomberg.com/news/articles/2026-03-22/wall-street-s-favorite-emerging-market-bet-falters-as-war-rages,"Once a top pick among emerging-market investors, local-currency debt is quickly becoming a pain trade.",2026-03-22,12,Sunday,79,102,310.2615459533333,0.2538058460065744
SKorea’s Lee Nominates BIS Official Shin as New BOK Governor - Bloomberg.com,Bloomberg,business,2026-03-22 12:06:36+00:00,https://www.bloomberg.com/news/articles/2026-03-22/skorea-s-lee-nominates-bis-official-shin-as-new-bok-governor,"South Korea nominated Shin Hyun Song as the nation’s next central bank governor, charging the senior Bank for International Settlements official with steering monetary policy at a time of growing uncertainty due to the conflict in Iran.",2026-03-22,12,Sunday,76,236,310.6515459533333,0.24386209850978963
